text,label,jsonl_data
Specific gravity | 4.1 g/cm3,Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Specific Gravity | - | 4.0 ± 0.2 ,Density,
"Bulk Density (Tap), kg/m3 | 1100 ",Density,
Specific Gravity | 4.0 ,Density,
Bulk density (tamped)(2) | 1.1 g/cm3 ,Density,
Bulk density (tamped) [kg/m3 ] | 1000,Density,
Specific Gravity | ..... 4.0,Density,
"Bulk Density (Loose), kg/m3 | 640 ",Density,
Typical Properties: | Density | 33.3 Ibs/gal,Density,
Specific gravity [g/cm3 ] | 4.0,Density,
Bulk density (tamped) [kg/m3 ] | 1000,Density,
Bulk denisity (tamped) (2) | 1.4 g/cm3,Density,
Specific Gravity | 3.9 ,Density,
Specific Gravity (g/cm3) | 4.1,Density,
Specific gravity (g/cm3) | 4.1,Density,
Specific gravity | 4.1 g/cm3,Density,
Density (DIN EN ISO 787-10)* | 3.9 g/cm3,Density,
Density (g/cm3 ) | 4.0 ,Density,
Typical Properties: | Specific Gravity | 4.0 Kg/Litre,Density,
Specific Gravity | 3.9,Density,
• Specific gravity: | 4.1,Density,
• Specific gravity: | 4.1,Density,
Specific gravity | 4.1g/cm3,Density,
Bulk density (tamped) :unselected: | 1.0 kg/L,Density,
Density (g/cm³) | 4.1 | ISO 787-10 ,Density,
"Bulk Density (Tap), lbs. / ft.3 | 65 ",Density,
Bulk density： | ≤0.3g/cm3,Density,
Bulk density (tamped) (1) | ............................................................................................................................... 0.5 g/cm3,Density,
SPECIFIC GRAVITY | 3.80 ,Density,
"Bulk density (tamped), kg/m3 | 1000",Density,
Bulk density (tamped)(2) | 1.0 g/cm3 ,Density,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . Bulk . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . 4.1 . . . . . . . . . .. . . . . . 0.8 kg/l or 50 lbs/cu.ft.,Density,
Bulk Density (Tap) ……………………………………………….…………..... | 1100 kg / m3,Density,
Bulk density (tamped)(2) | 1.0 g/cm3 ,Density,
"松装密度 | Bulk density, g/cm3 | 1.0 ",Density,
Bulk density: | 0.52 kg/l or 32 lbs/cu.ft.,Density,
Average bulk density (tamped) (kg/m3 ) | 820 ,Density,
Specific gravity | 4.05 g/cm3 ,Density,
Bulk density (tamped) | 1.3g/cm3 | ISO 787-11 ,Density,
Specific gravity(1) | 4.1 g/cm3,Density,
SPECIFIC GRAVITY | 3.80 | 3.80 | 3.80 ,Density,
"松装密度 | Bulk density, g/cm3 | 1.0 ",Density,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . Bulk . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . 4.1 . . . . . . . . . .. . . . . . 0.8 kg/l or 50 lbs/cu.ft.,Density,
Density | 33.3 lbs/gal,Density,
• Specific gravity: | 4.1,Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Specific gravity | 4.05 g/cm3 ,Density,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4.0,Density,
"Bulk Density (Loose), kg/m3 | 640 ",Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Specific gravity | 4.05,Density,
Specific Gravity (g/cm3) | 4.1,Density,
Tapped Density | g/l | 675 ± 20 ,Density,
Bulk density (tamped) (2) | 1.1 g/cm3,Density,
"Bulk Density (Tap), lbs. / ft.3 | 65",Density,
Bulk | 0.8 kg/l or 50 lbs/cu.ft.,Density,
Average bulk density (kg/m3)c | 800 | 800 ,Density,
Bulk density： | ≤0.3g/cm3,Density,
Bulk density (tamped) (1) | ............................................................................................................................... 0.5 g/cm3,Density,
Specific Gravity | 4.0 ,Density,
Specific Gravity (g/cm3) | 4.1,Density,
SPECIFIC GRAVITY | 3.80 | 3.80 | 3.80 ,Density,
Specific gravity(1) | 4.1 g/cm3,Density,
Specific gravity | 4.0 0.70,Density,
Specific Gravity | 3.9 ,Density,
Specific gravity | 4.05 g/cm3 ,Density,
Density |  |,Density,
"Bulk Density (Loose), Ibs. / ft.3 | 40 ",Density,
"Bulk Density (Loose), kg/m3 | 720 ",Density,
"Spez. Dichte g/cm3 ± 5% | 1,06 | 1,31 | 1,08 | Density g/cm3± 5% ",Density,
Density | 33.3 lbs/gal,Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Specific Gravity | 4.0 ,Density,
Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | 4.1,Density,
"Bulk Density (Loose), kg/m3 | 640 ",Density,
Typical Properties: | Density | 33.3 Ibs/gal,Density,
Density (g/cm3) | 4.1 | ISO 787-10 ,Density,
Specific gravity [g/cm3 ] | 4.0,Density,
Specific Gravity | 4.2g/cm3,Density,
Specific gravity: | 3.5,Density,
• | Specific gravity: | 4.0,Density,
Density (g/cm3 ) | 4.0 ,Density,
Specific Gravity (kg/l) | 4.00 | * ,Density,
Average bulk density (tamped) (kg/m3 ) | 820 ,Density,
• | Specific gravity: | 4.1,Density,
Specific gravity | 4.1 g/cm3,Density,
Specific gravity | 4.1 g/cm3,Density,
Bulk density (tamped)(2) | 1.1 g/cm3 ,Density,
Bulk density [g/cm3 ] |  | 800 ,Density,
Bulk Density | 1.3g/cm3,Density,
Specific Gravity (g/cm3) | 4.1,Density,
Specific Gravity | 4.1,Density,
"Si, Bulk density | Zr, polyalcohol [kg/m3 ] 150",Density,
Specific Gravity | 4.0 ,Density,
Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | 4.1,Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Specific Gravity，g/cm3 | 4.1 | 4.1 |,Density,
• Specific gravity: | 4.1,Density,
Density: | 34.2 lbs/gal,Density,
Specific gravity [g/cm3 ] | 4.0,Density,
Specific gravity [g/cm3 ] | 4.0,Density,
Specific Gravity | 4.1 ,Density,
Specific Gravity (g/cm3) | 4.1 | 4.1,Density,
• Specific gravity: | 4.0,Density,
Average bulk density (tamped) (kg/m3) | 820,Density,
Ciężar nasypowy g/l ± 5% DIN 53194 | 750 | Bulk density g/l ± 5% DIN 53194 ,Density,
"Density (ISO 787, Part 10) | 3.9 g/cm3",Density,
Specific Gravity | 3.6 ,Density,
Density: | 34.4 lbs/gal,Density,
Specific gravity [g/cm3 ] | 4.0,Density,
Specific Gravity | 4.0 | 4.0 | 4.0 | 3.9 | 3.6 | 4.0 ,Density,
Bulk density [kg/m3 ] |  | 150 ,Density,
Properties: | • Specific gravity: 4.1 | 2nd Floor ,Density,
Density (DIN EN ISO 787-10)* | 4.1 g/cm3 ,Density,
"3 Specific density, g/cm |  | 3.98 | ISO 787-10 ",Density,
Specific Gravity | 4.0 ,Density,
Density: | 33.3 lbs/gal,Density,
Properties: | • Specific gravity: 4.1 | 2nd Floor 04576-020 – São Paulo – SP - Brazil ,Density,
BULK DENSITY | 0.905 ,Density,
Specific Gravity (g/cm3) | 4.1,Density,
Specific Gravity | 4.0 ,Density,
Bulk density (tamped)(2) | 1.1g/cm3,Density,
Specific Gravity (g/cm3) | 4.1,Density,
Typical Properties: | Density | 33.3 Ibs/gal,Density,
Specific Gravity | 4.0 ,Density,
Specific Gravity | 4.1 ,Density,
Specific gravity | 4.05 g/cm3 ,Density,
Specific gravity | 4.05 g/cm3 ,Density,
• Specific gravity: | 4.1,Density,
Bulk Density | g/l | 415 ± 30 ,Density,
Specific Gravity | 4.0 ,Density,
Specific Gravity | 4.0 ,Density,
Specific Gravity | 4.0 ,Density,
• | Specific gravity: | 4.0,Density,
"Slurry Density, lb/gal | 19.4 | 19.4 | 15.6 ",Density,
Density: | 34.2 lbs/gal,Density,
Properties: | • Density: 34.2 lbs/gal | Phone: +55.11.3296.1500 ,Density,
Bulk density (tamped)(2) | 1.15 g/cm3 ,Density,
Density (DIN EN ISO 787-10)* | 4.1 g/cm3 ,Density,
Specific gravity: | 4.0,Density,
Specific Gravity，g/cm3 | 4.1 | 4.1 |,Density,
Properties: | • Specific gravity: 4.1 | 2nd Floor ,Density,
• | Specific gravity: | 4.1,Density,
Specific gravity: | 4.0,Density,
Specific gravity | 4.1,Density,
· Specific gravity: | 4.0,Density,
• Specific gravity: | 4.1,Density,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . Bulk . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . 4.1 . . . . . . . . . .. . . . . . 0.8 kg/l or 50 lbs/cu.ft.,Density,
Bulk density: | 1.0 kg/l or 62 lbs/cu.ft.,Density,
Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | 4.1,Density,
"Density [g/ml] | DIN EN ISO 787, Part 10 | DIN EN ISO 787, Part 10 | DIN EN ISO 787, Part 10 | approx. 4.2 ",Density,
Specific Gravity (g/cm3) | 4.1 | 4.1,Density,
Specific gravity | 4.1 g/cm3,Density,
• | Specific gravity: | 4.0,Density,
Specific gravity: | 4.0,Density,
"Bulk Density (Tap), lbs. / ft.3 | 65",Density,
Specific Gravity | 4.0 ,Density,
"Slurry Density, lb/gal | 19.4 | 19.4 | 15.6 ",Density,
Bulk density (tamped) (1) | ............................................................................................................................... 0.5 g/cm3,Density,
Specific Gravity (g/cm3) | 4.1 | 4.1,Density,
Bulk density [kg/m3 ] | 800,Density,
Specific Gravity | 3.9 ,Density,
Specific gravity: | 4.1,Density,
Specific gravity | 4.05 g/cm3 ,Density,
Bulk density [kg/m3 ] |  | 150 ,Density,
Specific Gravity (g/cm3) | 4.1,Density,
• Specific gravity: | 4.1,Density,
Bulk density: | 0.52 kg/l or 32 lbs/cu.ft.,Density,
Bulk density (tamped) | 1.2g/cm3 | ISO 787-11 ,Density,
Bulk density (tamped)(2) | 1.15 g/cm3 ,Density,
Specific gravity [g/cm3 ] |  | 4.0 ,Density,
Density (DIN EN ISO 787-10)* | 4.1 g/cm3 ,Density,
Specific Gravity | 4.0 ,Density,
"Specific gravity, g/cm3 | 4.1 ",Density,
· Specific gravity: | 4.0,Density,
"Bulk Density (Tap), lbs. / ft.3 | 65",Density,
Specific gravity [g/cm3 ] |  | 4.0 ,Density,
Specific gravity | 4.1 g/cm3,Density,
Density (DIN EN ISO 787-10)* | 4.1 g/cm3,Density,
Bulk density [kg/m3 ] | 800,Density,
Bulk density [kg/m3 ] | 800,Density,
"Bulk Density (Tap), lbs. / ft.3 | 65",Density,
Specific gravity | 4.1 g/cm3 | ISO 787-10 ,Density,
"Density (ISO 787, Part 10) | 4.1 g/cm3 ",Density,
Specific Gravity | 4.0 ,Density,
Bulk density [kg/m3 ] | 800,Density,
• Specific gravity: | 4.1,Density,
Bulk density (tamped) | 1.2g/cm3 | ISO 787-11 ,Density,
Bulk density (tamped)(2) | 1.15 g/cm3 ,Density,
Specific gravity [g/cm3 ] Loss at 105°C [%] | Specific gravity [g/cm3 ] Loss at 105°C [%] | 4.1,Density,
Bulk density (tamped)(2) | 1.1 g/cm3 ,Density,
Specific Gravity | 4.0 ,Density,
Bulk Density | 1.3 kg/cm3,Density,
• Specific gravity: | 4.1,Density,
Bulk density: | 0.7 kg/l or 44 lbs/cu.ft.,Density,
Specific gravity | 4.05 g/cm3 ,Density,
13 | Specific Gravity | 4.0～4.1 g/cm3 | GB/T 11188-89 ,Density,
Specific Gravity | 4.0 ,Density,
Density (ISO 787-10) | 4.0g/cm3 ,Density,
Bulking value* | 0.0304 lb/gal,Density,
Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | Specific gravity [g/cm3 ] Loss at 105°C(1) [%] | 4.1,Density,
Bulk density： | ≤0.3g/cm3,Density,
Bulk density (tamped) | 1.2g/cm3 | ISO 787-11 ,Density,
Specific gravity | 4.0 0.70,Density,
• Specific gravity: | 4.0,Density,
Specific Gravity (kg/l) | 4.00 | * ,Density,
"松装密度 | Bulk density, g/cm3 | 1.0 ",Density,
Bulk density [kg/m3 ] | 800,Density,
Specific Gravity | 4.0 ,Density,
Bulk density [g/cm3 ] | 800,Density,
Specific Gravity | 4.2g/cm3,Density,
Specific Gravity | 4.0 ,Density,
Average bulk density (tamped) (kg/m3 ) | 820 ,Density,
Bulk density (tamped)(2) | 1.1g/cm3,Density,
BULK DENSITY | 0.905 ,Density,
Specific Gravity | 4.0 ,Density,
Specific Gravity (g/cm3) | 4.1,Density,
"Product Characteristics | Density (ISO 787, Part 10) 4.0 g/cm3 ",Density,
Bulk density (tamped)(2) | 1.1g/cm3,Density,
"Bulk Density (Tap), kg/m3 | 1041 ",Density,
Specific gravity: | 4.0,Density,
Density: | 4.0,Density,
Average specific density (kg/m3 ) | 3800,Density,
"Bulk Density (Tap), kg/m3 | 1041 ",Density,
Bulk density (tamped) (2) | 1.1 g/cm3,Density,
Average specific density (kg/m3 ) | 3800 ,Density,
Density: | 34.4 lbs/gal,Density,
Specific Gravity | 4.1 ,Density,
Surface Treatment | Al2O3 ,Inorganic surface treatment,
Surface Treatment Chemicals | Al and Zr ,Inorganic surface treatment,
"Inorganic Surface Treatment: | Alumina, Zirconia",Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"R298 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications. | R298 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications.",Inorganic surface treatment,
Aluminum hydroxide as Al2O3 | 3%,Inorganic surface treatment,
Amorphous silica | 7631-86-9 | 2 - 4 ,Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2 compounds.",Inorganic surface treatment,
"Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
"• | Surface treatment: | Alumina, zirconia, organic",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
"Alumina, wt%, max. | 3.5",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
• | Surface treatment: alumina (no organic),Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 10.2 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
Inorganic treatment | Yes,Inorganic surface treatment,
"Silica, wt% | — | 1.4 | 3.0 | 5.5 | 10.2 | 3.3 ",Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
"Product Characteristics | Surface treatment aluminium, silicon and zirconium compounds ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Al,03, % | 0.40",Inorganic surface treatment,
"Surface treatment | aluminium, silicon and zirconium compounds",Inorganic surface treatment,
"SiO2, % | 1.25",Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Alumina, wt% | 4.3 | 4.3 | 2.5 | 3.3 | 6.4 | 3.6 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Al,03, % | 0.40 ",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
Amorphous Silica | No,Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Silica oxide in terms of Si02 | 1%,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
Surface Treatment Chemicals | Al and Zr ,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
Crystal form of base TiO2 | Rutile ,Inorganic surface treatment,
"Silica, wt% | — | 1.4 | 3.0 | 5.5 | 10.2 | 3.3 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Amorphous Silica, wt% | 10.2 ",Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2, ZrO2 ",Inorganic surface treatment,
"Surface treatment | aluminium, silicon and polysiloxane compounds",Inorganic surface treatment,
"Inorganic treatment | Zr, Al ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Silica, wt% | - |  | 1.4 | 3.0 | 5.5 | 10.2 ",Inorganic surface treatment,
"Alumina, wt% | 4.3 | 4.3 | 2.5 | 3.3 | 6.4 | 3.6 ",Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
Crystal form of base TiO2 | Rutile ,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
"Al, Si, Zr, polyalcohol | 150",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
"Al,03, % | 0.40",Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
"Inorganic treatment | Zr, Al ",Inorganic surface treatment,
"Surface treatment | aluminium, silicon and zirconium compounds",Inorganic surface treatment,
"R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications. | R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications.",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Al, Si, Zr, polyalcohol | 150",Inorganic surface treatment,
"Inorganic treatment | Zr, Al",Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"Alumina, wt% | 2.5 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Aluminum hydroxide in terms of AI203 | 3%,Inorganic surface treatment,
Crystal form of base TiO2 | Rutile ,Inorganic surface treatment,
Amorphous silica | 7631-86-9 | 2 - 4 ,Inorganic surface treatment,
Inorganic treatment | Yes,Inorganic surface treatment,
"SiO2, % | 1.25",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"Alumina, wt% | 3.1 | 4.3 | 4.3 | 2.4 | 3.3 | 6.4 ",Inorganic surface treatment,
"Zirconium in terms of ZrO2 | 0,4 %",Inorganic surface treatment,
"Amorphous Silica, wt% | 1.4 ",Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
"Product Characteristics | Surface treatment aluminium, silicon and zirconium compounds ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
"Surface treatment | Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
Amorphous silica | 7631-86-9 | 5 - 6 ,Inorganic surface treatment,
"Surface treatment | aluminium, silicon and zirconium compounds",Inorganic surface treatment,
Al2O3 ……………………………………………………………………………....…. | 0.40%,Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
