label,jsonl_data
Flash point,"{'data': 'Flash point ( Min. ) | ASTM D 92 | °C | 150 | 180 | 195 | 200 | 210 | 240 | 250 <header> <TYPICAL CHARACTERISTICS> | <METHODS> | <UNITS> | <FINAVESTAN> <A 50 B> | <FINAVESTAN> <A 80 B> | <FINAVESTAN> <A 100 B> | <FINAVESTAN> <A 180 B> | <FINAVESTAN> <A 210 B> | <FINAVESTAN> <A 360 B> | <FINAVESTAN> <A 520 B> </header>', 'label': [[23, 32, 'method'], [35, 37, 'unit'], [40, 43, 'min'], [46, 49, 'min'], [52, 55, 'min'], [58, 61, 'min'], [64, 67, 'min'], [70, 73, 'min'], [76, 79, 'min']]}"
Acid content,"{'data': ' ( no supply specification ) | acid value ( DIN EN ISO 3682 ) | <= 1 mg KOH/g', 'label': [[44, 59, 'method'], [67, 68, 'max'], [69, 77, 'unit']]}"
Boiling point,"{'data': 'Final boiling point | ASTM D 1078 | °C | max. 200,0 <header> <Measure> | <Test Method> | <Unit> | <Testing Data> </header>', 'label': [[22, 33, 'method'], [46, 51, 'max'], [0, 5, 'measuring_condition'], [36, 38, 'unit']]}"
Acid content,"{'data': 'Acidity, wt % | ASTM D 1613 | 0.01 Max <header> <TEST> | <METHOD> | <SPECIFICATION> </header>', 'label': [[9, 11, 'measuring_condition'], [12, 13, 'unit'], [16, 27, 'method'], [30, 34, 'max']]}"
Flash point,"{'data': 'Flash Point | °C | ASTM D 93 | 63', 'label': [[14, 16, 'unit'], [19, 28, 'method'], [31, 33, 'mean']]}"
Boiling point,"{'data': 'Maximum Distillation Range, °C | 5 | 3 <header> <> | <SPECIFICATIONS> | <TYPICAL*> </header>', 'label': [[28, 30, 'unit'], [33, 34, 'max']]}"
Flash point,"{'data': 'Flash Point Tag Closed Cup | Flash Point Tag Closed Cup | 49 °C ( 120 °F ) <header> <VMP Naphtha> | <VMP Naphtha> | < 0.8 > </header>', 'label': [[12, 26, 'measuring_condition'], [41, 55, 'measuring_condition'], [58, 60, 'mean'], [66, 69, 'mean'], [61, 63, 'unit'], [70, 72, 'unit']]}"
stray,"{'data': 'range : | max. 5 °C, incl 139 °C', 'label': [[15, 16, 'max'], [26, 29, 'mean']]}"
Acid content,"{'data': '9 | Acid Value ( mg KOH / gm prod ) | 0.1 ( Max ) <header> <SN> | <Parameters> | <Specification> </header>', 'label': [[17, 28, 'unit'], [38, 41, 'max']]}"
Active %,"{'data': 'Purity | 99,00 | | weight % | LCC 2862 <header> <Test Description> | <Specification Limits Minimum Maximum> | <Specification Limits Minimum Maximum> | <Unit of Measure> | <Test Method> </header>', 'label': [[9, 14, 'min'], [19, 25, 'measuring_condition'], [26, 27, 'unit'], [30, 38, 'method']]}"
Boiling point,"{'data': 'Boiling Point @ 760 mmHg, 1.01 ar | 244 °C ( 471 °F ) <header> <Property> | <Value> </header>', 'label': [[16, 33, 'measuring_condition'], [36, 39, 'mean'], [40, 42, 'unit'], [45, 48, 'mean'], [49, 51, 'unit']]}"
Acid content,"{'data': 'Acid value, mgKOH/g | ≤ 0.5 <header> <Item> | <Index> </header>', 'label': [[12, 19, 'unit'], [24, 27, 'max']]}"
Boiling point,"{'data': 'Distillation Range | | | | | ASTM D 1078 <header> <Properties> | <Typical Value> | < ( English ) > | <Typical Value ( SI ) > | <Typical Value ( SI ) > | <Test Based On> </header>', 'label': [[29, 40, 'method']]}"
header,"{'data': 'TEST | METHOD | SPECIFICATION <header> <TEST> | <METHOD> | <SPECIFICATION> </header>', 'label': []}"
Boiling point,"{'data': 'Initial | 165 °C ( 329 °F ) <header> <Molecular Weight> | < 146.19 > </header>', 'label': [[0, 7, 'measuring_condition'], [10, 13, 'mean'], [14, 16, 'unit'], [19, 22, 'mean'], [23, 25, 'unit']]}"
Boiling point,"{'data': 'Boiling Point @ 760 mm Hg | 254 °C ( 489 °F )', 'label': [[16, 25, 'measuring_condition'], [28, 31, 'mean'], [37, 40, 'mean'], [32, 34, 'unit'], [41, 43, 'unit']]}"
Boiling point,"{'data': 'Distillation DP | °C | 215 | ASTM D 1078 <header> <PROPERTIES> | <UNITS> | <VALUE> | <METHOD> </header>', 'label': [[18, 20, 'unit'], [23, 26, 'mean'], [29, 40, 'method'], [13, 15, 'measuring_condition']]}"
Boiling point,"{'data': 'IBP | 112.0 min <header> <> | <SPECIFICATIONS> </header>', 'label': [[0, 3, 'measuring_condition'], [6, 11, 'min']]}"
Boiling point,"{'data': 'Dry Point | 119.0 max <header> <> | <SPECIFICATIONS> </header>', 'label': [[12, 17, 'max'], [0, 9, 'measuring_condition']]}"
Boiling point,"{'data': 'Boiling point @ 760 mm Hg ( ºC ) | 142.0 <header> <Appearance @ 25 °C> | <Clear liquid> </header>', 'label': [[28, 30, 'unit'], [16, 25, 'measuring_condition'], [35, 40, 'mean']]}"
Boiling point,"{'data': 'Dry Point | 172 °C ( 342 °F ) <header> <Molecular Weight> | < 146.19 > </header>', 'label': [[0, 3, 'measuring_condition'], [12, 15, 'mean'], [21, 24, 'mean'], [16, 18, 'unit'], [25, 27, 'unit']]}"
header,"{'data': 'Specifications Analysis | Unit | Method | Specification | Specification <header> <Specifications Analysis> | <Unit> | <Method> | <Specification> <Min> | <Specification> <Max> </header>', 'label': []}"
Flash point,"{'data': '閃火點:Flash Point, TCC,℃,min | min, 90 | 13429 D 56 <header> <項目 Item> | <規範Specification> | <試驗方法 CNS ASTM> </header>', 'label': [[17, 20, 'measuring_condition'], [21, 23, 'unit'], [34, 36, 'min'], [39, 49, 'method']]}"
Aromatic content,"{'data': 'Aromatics Content | GC 1 | wt % | 98 | <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>', 'label': [[20, 24, 'method'], [30, 31, 'unit'], [27, 29, 'measuring_condition'], [34, 36, 'min']]}"
Water Content,"{'data': 'Water ( KF ) : | max. 0.15 %', 'label': [[8, 10, 'measuring_condition'], [22, 26, 'max'], [27, 28, 'unit']]}"
Boiling point,"{'data': 'Dry Point | °C | ASTM D 86 | 195 | 195 <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[12, 14, 'unit'], [17, 26, 'method'], [0, 3, 'measuring_condition'], [29, 32, 'mean'], [35, 38, 'mean']]}"
Boiling point,"{'data': 'DISTILLATION RANGE: Initial | 170 ℃', 'label': [[30, 33, 'mean'], [34, 35, 'unit'], [0, 27, 'measuring_condition']]}"
header,"{'data': 'MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <TYPICAL VALUES> </header>', 'label': []}"
Boiling point,"{'data': 'Dry Point | 173 max <header> <> | <SPECIFICATIONS> </header>', 'label': [[0, 3, 'measuring_condition'], [12, 15, 'max']]}"
Water Content,"{'data': 'Water Content ( % ) | 0.1 Max | ASTM E 203 <header> <Test - > | <Specification> | <Test Methods> </header>', 'label': [[22, 25, 'max'], [16, 17, 'unit'], [32, 42, 'method']]}"
Boiling point,"{'data': 'Dry Point | 172 max <header> <> | <SPECIFICATIONS> </header>', 'label': [[0, 3, 'measuring_condition'], [12, 15, 'max']]}"
Flash point,"{'data': 'Flash Point | ASTM D 93 | o C | 75 | - <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>', 'label': [[14, 23, 'method'], [26, 29, 'unit'], [32, 34, 'min']]}"
Active %,"{'data': 'GC Purity wt. % , min. | 99.0 | ACC - 6550 <header> <Property> | <Specifications> | <Test Method> </header>', 'label': [[14, 15, 'unit'], [25, 29, 'min'], [32, 42, 'method'], [0, 2, 'measuring_condition'], [10, 13, 'measuring_condition']]}"
header,"{'data': 'Parameter | Units | Method | Specification <header> <Parameter> | <Units> | <Method> | <Specification> </header>', 'label': []}"
Active %,"{'data': 'Purity ( Terpene Alcohols, % ) | min. 85', 'label': [[9, 25, 'measuring_condition'], [27, 28, 'unit'], [38, 40, 'min']]}"
Acid content,"{'data': 'Acidity, max as acetic acid: | | 0.005 | % wt | ASTM D 1613 <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': [[13, 27, 'measuring_condition'], [33, 38, 'max'], [41, 42, 'unit'], [43, 45, 'measuring_condition'], [48, 59, 'method']]}"
Boiling point,"{'data': 'Distillation ( 760 mmHg ) - IBP - DP | ℃ | Min 150 Max 205 | ASTM D 86 <header> <Property> | <Unit> | <Specification> | <Test Method> </header>', 'label': [[15, 23, 'measuring_condition'], [28, 31, 'measuring_condition'], [34, 36, 'measuring_condition'], [39, 40, 'unit'], [47, 50, 'min'], [55, 58, 'max'], [61, 70, 'method']]}"
Boiling point,"{'data': 'Typical Properties | Distillation, DP | °C | ASTM D 1078 | 136 <header> <Data Sheet> | < 22 - Nov - 2007 > | < 22 - Nov - 2007 > | <> | <> </header>', 'label': [[40, 42, 'unit'], [45, 56, 'method'], [59, 62, 'mean'], [21, 37, 'measuring_condition']]}"
Flash point,"{'data': 'Flash point ( ℃ ) | Flash point ( ℃ ) | Open cup ( TAG ) . | 23.00', 'label': [[14, 15, 'unit'], [34, 35, 'unit'], [40, 56, 'measuring_condition'], [61, 66, 'mean']]}"
Boiling point,"{'data': 'Distillation range | ASTM D 86 | °C | | <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>', 'label': [[0, 18, 'measuring_condition'], [33, 35, 'unit'], [21, 30, 'method']]}"
header,"{'data': 'Items | Specifications | Method <header> <Items> | <Specifications> | <Method> </header>', 'label': []}"
Boiling point,"{'data': 'Initial Boiling Point | 229 | RMFI | | | | 227 | | degrees C <header> <Test Description> | <Test Result> | < 30 > | <> | <> | <JUL SH> | <Specifications Minimum Maximum> | <Specifications Minimum Maximum> | <Unit of Measure> </header>', 'label': [[0, 7, 'measuring_condition'], [43, 46, 'min'], [51, 60, 'unit']]}"
Water Content,"{'data': 'Water content | % w/w | 0.05 max. | AM 023 <header> <Property> | <Units> | <Limits> | <Test Method> </header>', 'label': [[16, 17, 'unit'], [18, 21, 'measuring_condition'], [24, 28, 'max'], [36, 42, 'method']]}"
Boiling point,"{'data': 'Distillation: Initial point, ºC | 100 | | ASTM D 86 <header> <DETERMINATIONS> | <SPECIFICATIONS Min> | <Max.> | <ASSAY METHOD> </header>', 'label': [[14, 21, 'measuring_condition'], [29, 31, 'unit'], [34, 37, 'min'], [42, 51, 'method']]}"
header,"{'data': 'Test item | Standard | Test method | Report <header> <Test item> | <Standard> | <Test method> | <Report> </header>', 'label': []}"
Boiling point,"{'data': 'Dry Point | 141.0', 'label': [[12, 17, 'mean'], [0, 9, 'measuring_conditon']]}"
multi,"{'data': '160 | 744 | 0.7746 | 0.3 | | <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
Flash point,"{'data': 'Flash Point, min: | 70 | | oC | ASTM D 93 <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': [[20, 22, 'min'], [27, 29, 'unit'], [32, 41, 'method']]}"
Acid content,"{'data': 'Acidity, a as Acetic acid d | wt % | A ASTM D 1613 3 | 0.001 m max <header> <Propert y> | <Units> | <Method> | <Specificat tion> </header>', 'label': [[11, 25, 'measuring_condition'], [30, 32, 'measuring_condition'], [33, 34, 'unit'], [39, 50, 'method'], [55, 60, 'max']]}"
Aromatic content,"{'data': 'Aromatic Content, vol. % | | 0.85 | Liquid Chromatography <header> <Properties> | <Sales Minimum> | <Specifications Maximum> | <Test Methods> </header>', 'label': [[29, 33, 'max'], [36, 57, 'measuring_conditon'], [23, 24, 'unit'], [18, 22, 'measuring_conditon']]}"
Flash point,"{'data': 'Flash point | 91.0 ºC closed cup 100.0 ºC open cup', 'label': [[14, 18, 'mean'], [19, 21, 'unit'], [22, 32, 'measuring_condition'], [33, 38, 'mean'], [39, 41, 'unit'], [42, 50, 'measuring_condition']]}"
Boiling point,"{'data': 'Boiling range | at 1013 hPa ; 95 Vol. - % ; 2 – 97 ml | 200 – 212 °C | DIN 51751 <header> <Property> | <Condition> | <Value> | <Test method> </header>', 'label': [[56, 59, 'min'], [62, 65, 'max'], [67, 69, 'unit'], [71, 80, 'method'], [16, 53, 'measuring_condition']]}"
Boiling point,"{'data': 'Dry Point | 232 | | | | 235 | degrees C <header> <Test Description> | <Test Result> | <> | <JUL SH> | <Specifications Minimum Maximum> | <Specifications Minimum Maximum> | <Unit of Measure> </header>', 'label': [[0, 3, 'measuring_condition'], [24, 27, 'max'], [30, 39, 'unit']]}"
stray,"{'data': 'Initial Point | °C | ASTM D 86 | 150 | 150 <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[16, 18, 'unit'], [21, 30, 'method'], [33, 36, 'min'], [39, 42, 'max'], [0, 7, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | 1 <header> <Sulfur> | <mg/kg> | <SMS 1897 > | << 0.5 > </header>', 'label': [[14, 16, 'unit'], [19, 25, 'method'], [28, 29, 'mean']]}"
Boiling point,"{'data': 'Distillation, °F ( D - 86 ) IBP Dry Point | 300 min ( 148.9 °C ) 425 max ( 218.3 °C ) | <header> <> | <SPECIFICATIONS> | <TYPICAL*> </header>', 'label': [[14, 16, 'unit'], [19, 25, 'method'], [28, 31, 'measuring_conditon'], [32, 41, 'measuring_conditon'], [44, 47, 'min'], [54, 59, 'min'], [60, 62, 'unit'], [65, 68, 'max'], [75, 80, 'max'], [81, 83, 'unit']]}"
Water Content,"{'data': 'Water by wt | ASTM E 1064 | Max | 0.05 %', 'label': [[34, 38, 'max'], [39, 40, 'unit'], [14, 25, 'method'], [6, 11, 'measuring_condition']]}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
Flash point,"{'data': 'Closed Cup Flash Point ºF | 246 | 246', 'label': [[0, 10, 'measuring_condition'], [23, 25, 'unit'], [28, 31, 'mean'], [34, 37, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Tag Closed Cup ) °C ( °F ) | 32 ( 89 )', 'label': [[14, 28, 'measuring_condition'], [31, 33, 'unit'], [36, 38, 'unit'], [43, 45, 'mean'], [48, 50, 'mean']]}"
Boiling point,"{'data': 'Distillation - Initial Boiling Point ( IBP ) | 154 | | °C | ASTM D 86 <header> <Distillation> | <Minimum> | <Maximum> | <Unit> | <Test Method> </header>', 'label': [[15, 22, 'measuring_condition'], [39, 42, 'measuring_condition'], [47, 50, 'min'], [55, 57, 'unit'], [60, 69, 'method']]}"
Boiling point,"{'data': 'Sales Specification | Copper Corrosion ( 3 hr 1 @ 100 °C ) Distillation, IBP °C 171.0 | Copper Corrosion ( 3 hr 1 @ 100 °C ) Distillation, IBP °C 171.0 | ASTM D 130 ( 1 ) ASTM D 86', 'label': [[73, 76, 'measuring_conditon'], [77, 79, 'unit'], [80, 85, 'mean'], [139, 142, 'measuring_conditon'], [143, 145, 'unit'], [146, 151, 'mean'], [171, 180, 'method']]}"
Flash point,"{'data': 'Typical Properties | Flash Point | °C | IP 170 | - 1 <header> <Data Sheet> | <Issued: 19 - Oct - 2007 > | <> | <> | <> </header>', 'label': [[35, 37, 'unit'], [43, 46, 'mean']]}"
Flash point,"{'data': 'Flash p point | °C | AS STM D 93 | 66 <header> <Proper rty> | <Units> | <M Method> | <Ty p ical values> </header>', 'label': [[16, 18, 'unit'], [21, 32, 'method'], [35, 37, 'mean']]}"
Boiling point,"{'data': 'Distillation, 50 % | °C | - | 169 | EN ISO 3405 <header> <Property> | <Unit> | <Specification> | <Typical> | <Method> </header>', 'label': [[14, 18, 'measuring_conditon'], [21, 23, 'unit'], [30, 33, 'mean'], [36, 47, 'method']]}"
Boiling point,"{'data': 'Distillation, DP | °C | ASTM D 1078 | 214 <header> <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[19, 21, 'unit'], [24, 35, 'method'], [38, 41, 'mean'], [14, 16, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point | ACC | º℃ | 84 <header> <Parameter> | <Conditions> | <Units> | <Value> </header>', 'label': [[14, 17, 'measuring_condition'], [21, 22, 'unit'], [25, 27, 'mean']]}"
header,"{'data': 'Properties | Test Methods | Units | Specification <header> <Properties> | <Test Methods> | <Units> | <Specification> </header>', 'label': []}"
Flash point,"{'data': 'Flashpoint COC ℃ | ISO 2592 | 200 <header> <> | <> | <Ondina 917 > </header>', 'label': [[11, 14, 'measuring_condition'], [15, 16, 'unit'], [19, 27, 'method'], [30, 33, 'mean']]}"
Boiling point,"{'data': 'Boiling point ( °C ) | 189 | 202 | 153 <header> <> | <DMSO> | <NMP> | <DMF> </header>', 'label': [[16, 18, 'unit'], [23, 26, 'mean'], [29, 32, 'mean'], [35, 38, 'mean']]}"
Acid content,"{'data': 'Acidity, as acetic acid | 0.002 | | | | 0.010 | weight % <header> <Test Description> | <Test Result> | <> | <JUL SH> | <Specifications Minimum Maximum> | <Specifications Minimum Maximum> | <Unit of Measure> </header>', 'label': [[40, 45, 'max'], [48, 54, 'measuring_condition'], [55, 56, 'unit'], [12, 23, 'measuring_condition']]}"
Boiling point,"{'data': 'Boiling point: | 180 ℃', 'label': [[17, 20, 'mean'], [21, 22, 'unit']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | - 6 <header> <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[19, 25, 'method'], [28, 31, 'mean'], [14, 16, 'unit']]}"
multi,"{'data': '146.4 | 1013 | | | 20 ºC | <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
Flash point,"{'data': 'Open cup | 31 <header> <Appearance at 25 ºC> | <Clear liquid> </header>', 'label': [[0, 8, 'measuring_condition'], [11, 13, 'mean']]}"
Boiling point,"{'data': 'Dry Point | 105 °C ( 221 °F )', 'label': [[0, 9, 'measuring_condition'], [12, 15, 'mean'], [21, 24, 'mean'], [16, 18, 'unit'], [25, 27, 'unit']]}"
Acid content,"{'data': 'Acidity | : max. 0.02 % wt. | : max. 0.02 % wt. <header> <Product code: MS 11989 Date of> | <issue: 09 / 09 / 13 Replaces: 00 / 00 / 00 > | <issue: 09 / 09 / 13 Replaces: 00 / 00 / 00 > </header>', 'label': [[17, 21, 'max'], [22, 23, 'unit'], [24, 27, 'measuring_condition'], [37, 41, 'max'], [42, 43, 'unit'], [44, 47, 'measuring_condition']]}"
Water Content,"{'data': 'Water : | max. 0,3 % wt.', 'label': [[15, 18, 'max'], [19, 20, 'unit'], [21, 24, 'measuring_condition']]}"
Flash point,"{'data': 'Flash point | approx. 28 | | <header> <Property> | <Value> | <Unit> | <Unit> </header>', 'label': [[22, 24, 'mean']]}"
Acid content,"{'data': 'Acidity, wt. % as Acetic acid, max. | 0.01 <header> <Property> | <Specifications> </header>', 'label': [[9, 12, 'measuring_condition'], [13, 14, 'unit'], [38, 42, 'max'], [18, 29, 'measuring_condition']]}"
header,"{'data': 'Properties | Units | Value | Test Method | <header> <Properties> | <Units> | <Value> | <Test Method> | <> </header>', 'label': []}"
header,"{'data': 'Item | Super Grade | Electronical Grade | High Grade | First Grade <header> <Item> | <Super Grade> | <Electronical Grade> | <High Grade> | <First Grade> </header>', 'label': []}"
Acid content,"{'data': 'Acidity | g/hl | 0,2 | < 0,5 | Regulation CE nº 625 / 2003 <header> <Parameters> | <Unit> | <Standard> | <Tolerance> | <Reference Method> </header>', 'label': [[10, 14, 'unit'], [17, 20, 'mean'], [31, 58, 'method']]}"
Water Content,"{'data': 'Moisture | 0.3 % max <header> <Item> | <Spec.> </header>', 'label': [[11, 14, 'max'], [15, 16, 'unit']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | 12 <header> <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[14, 16, 'unit'], [28, 30, 'mean'], [19, 25, 'method']]}"
Flash point,"{'data': 'Flashpoint ASTM D 93 | Degr.C. | min. 56 <header> <PRODUCT SPECIFICATION:> <Test Item> | <PRODUCT SPECIFICATION:> <Unit> | <PRODUCT SPECIFICATION:> <Specification> </header>', 'label': [[11, 20, 'method'], [23, 30, 'unit'], [38, 40, 'min']]}"
Water Content,"{'data': 'Water | % m/m | ASTM D 1364 | 0.03 <header> <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[8, 9, 'unit'], [10, 13, 'measuring_condition'], [16, 27, 'method'], [30, 34, 'mean']]}"
header,"{'data': 'Test Item | Unit | Specification <header> <PRODUCT SPECIFICATION:> <Test Item> | <PRODUCT SPECIFICATION:> <Unit> | <PRODUCT SPECIFICATION:> <Specification> </header>', 'label': []}"
