text,label,jsonl_data
"Water, % maximum by KF | 0.080 | 0.009 ",Water Content,
Stabilizing agents | None,irrelevant,
Density @ 20°C |  | 8.24 lb/gal,irrelevant,
Doctor-koe Doctor test Doctor test |  |  | Negat. | Negat. | ASTM D 4952 ,irrelevant,
Specific density | 0.948水=1@20℃) | Appearance | Colorless and transparent liquid ,irrelevant,
Sulphur | mg/kg | max. 5 ,irrelevant,
Vapor Pressure |,irrelevant,
IBP | IBP | :107°C ,Boiling point,
"Nonvolatiles, grams/100 ml (D-1353) | 0.001 max ",irrelevant,
WATER IN DME |  | 3.6 |  |  |  |  |  ,irrelevant,
Heat of vaporization (J/g) at normal boiling point | No test data available ,irrelevant,
Form(s) | • Liquid |  |  ,irrelevant,
"Typical Properties | Distillation, DP °C ASTM D1078 | 100.5 | 100.5 ",Boiling point,
Univar AB | Univar AS | Univar A/S | Univar Oy ,irrelevant,
Shelf life | 2 years,irrelevant,
Hansen Solubility Parameters |  |  ,irrelevant,
P-XYLENE | WT% | 16 MIN | ASTM D6563 ,irrelevant,
KAURI BUTANOL VALUE | 64 ,irrelevant,
"Density @20C | g/ml | 0,785 | 0,786 | 4 | ASTM D4052 ",irrelevant,
Product Code | S1215 | S1215 |  |,irrelevant,
Aromatic content | % weight | TS IL 13 (U.V.) | 0.0300 | 0.0300 ,Aromatic content,
"Density at 20 °C |  | 0,817 - 0,821 g/ml | DIN 51757 ",irrelevant,
Sulfur compounds |,irrelevant,
- | Flash point | °C | 102 | - ,Flash point,
Dipole moment temperature: of acetate in water: of | 1.78 D approx. 1.4 g/l,irrelevant,
Vapor Pressure @20°C | Vapor Pressure @20°C | kPa | Calculated | < 0.01,irrelevant,
CAS-No. | 111-76-2,irrelevant,
"Water |  | 0,15 | weight % | LCC2314 ",Water Content,
60 | 0.7 | 0.9165 | 156.4 | 2.2 ,irrelevant,
Wt/Vol @ 20℃ | 0.93 kg/L (7.78 lb/gal) ,irrelevant,
Acidity (as HC1) | ppm w/w max |  | 2 |  ,Acid content,
Odor Threshold | 0.28 ppm ,irrelevant,
Inorganic chlorides | Inorganic chlorides | : max. 10 mg/kg ,irrelevant,
@ 25°C |  | 8.83 lb/gal | 1.059 g/cm³,irrelevant,
 | Saturated Vapor Concentration @20°C | g/m³ | Calculated | 198 ,irrelevant,
Color (Scale Pt/Co ) |  | 20 |  | ASTM D 1209 ,irrelevant,
"Dimethyl ether C1/C4 (Alkanes, CO2) Methanol Water Total sum a+b+c | > 99.99 wt% < 50 mg/kg (a) < 1 mg/kg (b) < 50 mg/kg (c) < 100 mg/kg",irrelevant,
Molecular Weight | 216 | 216,irrelevant,
"Viscosity at 20°C | DIN 51562 | mm²/s | 2,80 ",irrelevant,
"Dimethyl adipate, wt% | 10-25 ",irrelevant,
Freezing Point | -33°C (-27°F) ,irrelevant,
CHEMICAL ANALYSIS |,irrelevant,
Typical Properties | Cubic Expansion Coefficient @20°C (10^-4)/°C - | 9 ,irrelevant,
"Kg per Liter, 60ºF (15.6℃) | 45 (7℃)",irrelevant,
Vapour pressure at 20 °C | mbar | 1.3 ,irrelevant,
Sp.Gravity @ 20°C | 0.872-0.876 ,irrelevant,
Vapour Pressure at 50°C | kPa | Calculated | 2.8 ,irrelevant,
Density | 1.071+0.005,irrelevant,
Pacific | Bulk/Drum | Tank Truck ,irrelevant,
"Refractive index, nD 20 |  | 1.384-1.387 | D1218 | 5661 |  ",irrelevant,
"Distillation, ℃ (D-1078) |  ",Boiling point,
Initial Point | °C | ASTM D 850 | 109.6 | 109.6 ,Boiling point,
Methanol content | m/m | % | ≤ 0.04,irrelevant,
Kauri-Butanol Value (D-1133) | 105,irrelevant,
Relative Evaporation Rate (Ether=1) | - | DIN 53170 | 800 ,irrelevant,
Colour (APHA) | : max. 15 mg Pt/l ,irrelevant,
Hansen solubility parameters |  ,irrelevant,
Boiling point at 5 mbar [C]: | ca. 130,Boiling point,
Flashpoint | ≥48ºC (≥118 ºF) ,Flash point,
"Naphthalene | GC | % wt | < 1,0 ",irrelevant,
Vehicle Type | Report |  |  |  ,irrelevant,
"1. | Strength at 20°C, % | 99±1 | 99,8 ",irrelevant,
Items | Specifications | Method ,header,
APPEARANCE AT 15oC | CLEAR AND BRIGHT | ASTM D 4176 | PASS ,irrelevant,
Pour Point | °C max | -14 | -10 | -10 ,irrelevant,
Revision Date | • 03/01/2020 |  |,irrelevant,
"Density (20°C) | : 0,785 – 0,787",irrelevant,
"Solubility in water at 20 °C | OECD 105 | 154,5 g/l ",irrelevant,
"Solubility, g/100 g @ 25°C |  |  |  |",irrelevant,
Water in solvent |  | 14 (12 wt%),irrelevant,
Kuparikorroosio Kopparkorrosion Copper strip corrosion |  |  | 1b | 1a | EN ISO 2160 ,irrelevant,
"Density at 20℃ :unselected: | g/cm3 | 0,951 - 0,956 | ASTM D4052 ",irrelevant,
Phillipines PICCS | Listed,irrelevant,
Azeotrope with water at 1013 hPa |  |  |  |  ,irrelevant,
Color:,irrelevant,
Kuparikorroosio | Kuparikorroosio |  |  |  | 1a | EN ISO 2160 ,irrelevant,
"Boiling point @ 760 mmHg, 1.01 bar | 446°F | 230°C",Boiling point,
Lead*) | 0.1 | max | mg/kg | NEN 6966 ,irrelevant,
"Methanol | Inferior 100 | mg/l | EPH-2014
(* ) :unselected: | EPH-2014
(* ) :unselected: ",irrelevant,
"Color, Pt-Co (D-1209) | 15 max ",irrelevant,
Distillation Range | 195-216℃,Boiling point,
"Aromaattipitoisuus Aromathalt Aromatic content | til-% vol.-% % v/v |  | 0,1 | 0,03 | UOP 495 ",Aromatic content,
Colour | --- | PINK | C100 |  ,irrelevant,
Relative evaporation rate (n-butyl acetate = 1) | ............................................................................................................. 0.1,irrelevant,
"Distillation, EP | °C | ASTM D86 | 242 ",Boiling point,
"Maximum Distillation Range, °C | 3",Boiling point,
Acidity as Acetic Acid | % wt | ASTM D1613 | - | 0.01 ,Acid content,
Sales Specification | # Indicates guaranteed property with typical result on Certificate of Analysis. |  |  ,irrelevant,
Density y at 15°C | kg/dm3 | IS SO 12185 | 0.762 ,irrelevant,
TYPICAL CHARACTERISTICS | METHODS | UNITS | A 50 B | A 80 B | A 100 B | A 180 B | A 210 B | A 360 B | A 520 B ,irrelevant,
INCI name |  | Methoxy- ethanol | Ethoxy- ethanol | - | Butoxy- ethanol | Methoxy- diglycol | Ethoxy- diglycol | Butoxy- diglycol ,irrelevant,
Aniline Point | °C | ASTM D611 | 64,irrelevant,
"Phenol, max | Wt ppm | 5 | GC",irrelevant,
"Flash Point, ºF (T.C.C.) | 111 (44℃) ",Flash point,
Density at 15 ℃ kg/m3 | ISO 12185 | 854 ,irrelevant,
Critical Temperature | 391.9º℃ ,irrelevant,
"Benzene | Inferior 2 | mg/l | EPH-2014
(* ) :unselected: | EPH-2014
(* ) :unselected: ",irrelevant,
Benzaldehyde | 0.0300max ,irrelevant,
Flash point (DIN 51 755) | °C | 60 ,Flash point,
(n-butyl acetate = 1) (ether = 1) | 0.6 20.2,irrelevant,
Residue | max. 5 ppm,irrelevant,
Data Sheet | Issued: 16-Mar-2007 | Issued: 16-Mar-2007 |  |  |,irrelevant,
Boiling range (1013 mbar) : | 204 – 206 °C,Boiling point,
REFRACTIVE INDEX (20℃): | 1.538-1.541 ,irrelevant,
Blush Resistance @ 80°F (26.7°C) | Blush Resistance @ 80°F (26.7°C) | 94% RH ,irrelevant,
Heat of Vaporization |  | 11090 cal/g·mol ,irrelevant,
Specific Gravity (20/20℃) | 0.970 - 0.975,irrelevant,
Flash point (Tag Closed Cup) | 108°F | 42°C,Flash point,
Refractive index nD 20°C | 2.2.6 | 1.429 - 1.432 | 1.4307 - 1.4319 | 1.4315 ,irrelevant,
Coatings - Automotive OEM | Coatings - Automotive OEM | Good solvent activity ,irrelevant,
MOLECULAR FORMULA | C7H4ClF3,irrelevant,
Rikkipitoisuus Svavelhalt Sulphur content | mg/kg |  | 3 | < 1 | EN ISO 20846 ,irrelevant,
Specific heat (J/g/°C @ 25°C) |  | 1.79,irrelevant,
Benzene | mg/kg | < 1 ,irrelevant,
Kauri-Butanol Value |  |  | ASTM D1133 | 33 ,irrelevant,
DP |  |  | 187 ,Boiling point,
)%3 | $670 ' | & |  |  |  |  |  ,irrelevant,
Dielectric Constant @20°C | - | - | 15.8 [25°C] ,irrelevant,
Azeotrope with water at 1013 hPa |  |  |  |  ,irrelevant,
* Composition Lights | wt% | - | 0.50 | - | ROP 104 ,irrelevant,
"Benzene, typical |  | 1 | mg/kg | GC ",irrelevant,
Benzene content | wt ppm | ASTM D 4492 |  |  | 100 ,irrelevant,
"Property | Typical Value, Units ",header,
Density at 20°C lb/gal | 7.28,irrelevant,
馏程： | 166-172℃ | 德国工业标准,irrelevant,
Refractive index D20 | 1.486-1.489 ,irrelevant,
 |  | min. | max. |  |  ,irrelevant,
Typical Properties | Copper Corrosion (3hr @100°C) | - ASTM D130 | 1 ,irrelevant,
Refractive index at 20°C | ASTM D 1218 |  | 1.428 ,irrelevant,
"Acidity, ppm (spec. ion probe) | 3.0 ppm maximum ",Acid content,
Aromatic content | ppm | UV |  | 1000 ,Aromatic content,
Appearance | Clear liquid ,irrelevant,
Distillation | Typical Value Unit | Test Based On | Test Based On ,header,
Auto Ignition Temperature | °C | ASTM E659 | 315 ,irrelevant,
Colour | 5 APHA max ,irrelevant,
%Wt In Water | 7.7 ,irrelevant,
"Acidity as Acetic Acid, max | ppm m/m | 20 | ASTM D1613 |  ",Acid content,
Dilution Ratio | Dilution Ratio,irrelevant,
Appearance: | Clear & Bright | Clear & Bright |  | Visual ,irrelevant,
"Solubility, g/100 g @ 25°C |  |",irrelevant,
80 | 36.3 | 0.8488 | 0.9 ,irrelevant,
Specific Gravity at 25°C/25°C - | ASTM D4052 | 0.965 ,irrelevant,
German clean air regulations |  | (5.2.5.) ,irrelevant,
"Water, max: |  | 9.8 | %wt | Karl Fischer ",irrelevant,
 |  |  |  ,irrelevant,
Heat of vaporization (J/g) at normal boiling point | No test data available ,irrelevant,
Chemical formula | C4H10O | ANNEX-1 number | 603.108.00.1 | CAS number ,irrelevant,
"Purity | % m/m | Min. 99,8% | Pass ",Active %,
"Assay, min: | 97.0 *** |  | %wt | GC ",Active %,
TYPICAL VALUES | Report |  |  |  ,irrelevant,
Specification | Color | : 100 Pt-Co max.,irrelevant,
"Colour, Saybolt | ASTM D156 | min +25 ",irrelevant,
Specification Reference : | 35MPR0000KL,irrelevant,
Freezing point | – | 70.4 °C,irrelevant,
Color Value (APHA) | 10,irrelevant,
Acidity | max. 0.005% weight,Acid content,
"Water content, wt.%, max. | 0.10 ",Water Content,
DOT Label Required | Flammable Liquid ,irrelevant,
Acidity (as HCl) | ppm w/w |  | 2 |  ,Acid content,
Color |  ,irrelevant,
Total bicyclical terpenes (% by GC) | % | 55 max. | ML SC 026 ,irrelevant,
Azeotrope with Water: | °C | - | 87.5 ,irrelevant,
Enthalpy of vaporization (∆ Hv) | at boiling point | 368 kJ/kg |  ,irrelevant,
"Description | Product, as produced, meets the volatile organic compound (VOC) exemption criteria and definition of LVP-VOC as established in CARB's Consumer Products Regulation; in the USEPA's National Volatile Organic Compound Emissions Standards for Consumer Products; and in the Model Rule for Consumer Products as adopted by the Ozone Transport Commission (OTC) . Due to their low volatility and photochemical reactivity, these LVP-VOCs are fully exempt and non-reportable VOCs in calculations of the VOC contents of regulated consumer product categories. | Product, as produced, meets the volatile organic compound (VOC) exemption criteria and definition of LVP-VOC as established in CARB's Consumer Products Regulation; in the USEPA's National Volatile Organic Compound Emissions Standards for Consumer Products; and in the Model Rule for Consumer Products as adopted by the Ozone Transport Commission (OTC) . Due to their low volatility and photochemical reactivity, these LVP-VOCs are fully exempt and non-reportable VOCs in calculations of the VOC contents of regulated consumer product categories. ",irrelevant,
"Color, Pt-Co (D-1209) | 25 max ",irrelevant,
Denaturant Denatonium Benzoate | Mín. 2 | mg/l | HPLC | HPLC ,irrelevant,
Flash point: | 70℃ (Pensky-Martens c.c. DIN 51758),Flash point,
VMP Naphtha | 1 ,irrelevant,
Sulfur H2S/Doctor (D-235)(D-4952) | Negative |  ,irrelevant,
Polar | 1.4 ,irrelevant,
Molecular formula | C6H12O3,irrelevant,
Specific Heat @ 25 °C (J/g/°C) | 3.22 | 3.22 | 3.22 ,irrelevant,
Naphthenes | % m/m | GC | 60 ,irrelevant,
Safety data | Property | Unit | Test method | Value ,header,
"Acidity, mg NaOH/100 ml | 1 | 1 | 1 | ASTM D - 847 ",Acid content,
(n-butyl acetate = 1) | 1.4 ,irrelevant,
"Colour, , Saybolt | ‐ | ASTM M D 6045 | +30 ",irrelevant,
"DMC Content,(%): | 99.7 min ",irrelevant,
Code | Code | Min | Max ,header,
Iso-Butanol | mass % | 0.1 max | GC ,irrelevant,
Doctor Test | ASTM 4952 | negative ,irrelevant,
Color (D-156) |  | + 30 ,irrelevant,
PHYSICAL PROPERTIES |  ,irrelevant,
"AGUA, %p, máx Water content, %w, max. |  | 0,1 ",Water Content,
Molecular weight | 46.07,irrelevant,
Hazardous Air Pollulant (see note 2tt) | N ,irrelevant,
"Expansion Coefficient, per °C @ 20°C | 0.00104 ",irrelevant,
100 | 20.7 ,irrelevant,
Properties | Unit | Method | Specification | Typical ,header,
 | SPECIFICATIONS ,irrelevant,
Appearance: | clear liquid,irrelevant,
Viscosity MIR(1) (Maximum Incremental Reactivity) | 11 cPs (20,irrelevant,
Alcohol Content | vol % | CHROMATOGRAPHY | 99.9 | 99.9 ,irrelevant,
150 | 82.0 |  |  |  |  ,multi,
"Acidity, a as Acetic acid d | wt% | A ASTM D 1613 3 | 0.001 m max ",Acid content,
Aromatic Content (%Volume) | 98.0 | 99.5 | 99.0 | 99.0 | 99.0 ,Aromatic content,
Refractive index at 20°C :unselected: | 1.431 – 1.433,irrelevant,
Distillation range | ASTM D86 | o C |  |  ,Boiling point,
Fire Point | 56 °C (133 °F),irrelevant,
Nonpolar |  | 7.7 ,irrelevant,
Refractive index at 20°C | - | 1.412 | ASTM D 1218 ,irrelevant,
PH Value | Not Available ,irrelevant,
Flash Point Tag Closed Cup | 36°C (96°F) ,Flash point,
Electrical Resistance | 0.4 Megohms ,irrelevant,
Specific heat (J/g/°C @ 25°C) |  | 2.44,irrelevant,
"Description | Low Aromatic White Spirit is a hydrodesulphurised straight-run hydrocarbon solvent with an aromatics content, depending on the crude oil from which it is refined, of approximately 18%",irrelevant,
"Water in, @ 20°C | 1.3 wt % ",irrelevant,
"Kg per Liter, 20°C | 1.07 ",irrelevant,
Surface Tension @ 20°C | 22.8 dynes/cm ,irrelevant,
Acid number | mg KOH/g | 0.05 max | D974 | 2114 | 2114 ,Acid content,
50% |  |  | - ,irrelevant,
Flash Point | 30 |  | °C | ASTM D56 ,Flash point,
Benzene | mg/kg | GC | < 1 ,irrelevant,
Colour |  | : max. 10 Hazen,irrelevant,
Physical properties |  ,irrelevant,
Dry Point | 173 max ,Boiling point,
From 18oC to 25oC | @ 20oC,irrelevant,
"Flash Point, °F, T.C.C. (D-56) | 142 min |  ",Flash point,
"Density, 20°C | g/cm3 | 0,788 | 0,793 ",irrelevant,
"Property | Typical Value, Units ",header,
Evaporation Rate (n-butyl acetate = 1) (ether = 1) | 0.003 4034,irrelevant,
Pour Point | °C | ASTM D97 | < -50 ,irrelevant,
M.W .: | 90.08 g mol,irrelevant,
SHIPPING DATA: |  |  ,irrelevant,
Polar | 2.8,irrelevant,
 | 476.1ºF | 246.7℃ ,stray,
Total | 11.1,irrelevant,
Purity | 99.0 Min | WT% ,Active %,
Purity | 99.95%min ,Active %,
Specific Gravity at 15.56/15.56℃ | 0.869 to 0.873 | ASTM D4052 or ASTM D891 | ASTM D4052 or ASTM D891 ,irrelevant,
"Water in, @ 20°C | <0.2 wt % ",irrelevant,
Flash point | 221ºF | 105℃ ,Flash point,
Vapor Pressure @ 25°C(mm Hg) | 12.6,irrelevant,
Copper corrosion | - | ASTM D849 | Copper strip shall not show iridescence nor a gray or black deposit or discoloration (1a or 1b) | Copper strip shall not show iridescence nor a gray or black deposit or discoloration (1a or 1b) ,irrelevant,
Measure | Test Method | Unit | Testing Data,header,
"Sales Specification | Distillation, DP °C ASTM D1078 | 100.5 | 100.5 ",Boiling point,
Solubility @ 20°C by weight |  ,irrelevant,
Property | Specifications ,header,
PICCS (Philippines) | 122-99-6,irrelevant,
"Refractive index at 20°C | ASTM D 1218 | - | 1,5000 - 1,5140 ",irrelevant,
"Sales Specification | Flash Point, TCC °C | 43.5 | ASTM D56",Flash point,
Azeotropes | 2011 ,irrelevant,
"FURFURYLALCOHOL(HIGH PURITY) | J-CH,OH",irrelevant,
℃ | 80 | Dry point,Boiling point,
Refractive Index @ 20°C | 1.4,irrelevant,
Typical Properties | Cubic Expansion Coefficient @20°C | (10^-4)/°C | Calculated | 12 ,irrelevant,
Liquid Heat Capacity @ 25°C |  | 55.8 cal/(g*mol)(°C) ,irrelevant,
Refractive Index 20°C :unselected: | 1.471 – 1.474 ,irrelevant,
Hydrogen Bonding | 4.8 | 4.7 | 4.5 | 5.0 | 4.8 | 4.5 | 4.8 | 3.6 ,irrelevant,
Purity (%wt.) | 99.5 min. ,Active %,
Colour | ASTM D6045 |  | min. 30 ,irrelevant,
Total | 9.3,irrelevant,
Canada DSL | Listed,irrelevant,
Molecular Weight | 138.21,irrelevant,
Liquid Heat Capacity @ 25°C | 82.1 cal/(g*mol)(°C) ,irrelevant,
as | a | typical physical property range as follows:,irrelevant,
Flash point (Abel) | °C | IP 170 | 42 ,Flash point,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
"Acidity (as Acetic acid) : | max. 0,02 %",Acid content,
- Methoxypropyl Acetate* | 99.5 min. | % | DIN 55686 ,irrelevant,
"Max. explosion hazard | - | Vol.-% | 7,0 ",irrelevant,
Lower (measured @ 25°C) |  | 1.10,irrelevant,
Specific Gravity @ 20/20℃ .. | ~1.02,irrelevant,
Appearance | Clear and Bright | TM 1,irrelevant,
Typical Properties | Color Saybolt ASTM D156 | +30 ,irrelevant,
Benzene (%wt) | 0.05 Max | GC ,irrelevant,
Colour Saybolt |  | +30 ,irrelevant,
DISTILLATION RANGE | 188.0~195.0 ,Boiling point,
Appearance: | Clear & Bright | Clear & Bright |  | Visual ,irrelevant,
"Surface e tension at 25°C, Wilhe lmy plate | mN/m | E EC‐M‐F02 | 24.1 ",irrelevant,
Explosivity limits in the air | Lower | 1.8% (v/v),irrelevant,
Non-volatile matter | mg/100ml | ASTM D1353 | 1 ,irrelevant,
Saturated Vapor Concentration @20°C | g/mL | Calculated | 280 ,irrelevant,
Kauri-Butanol index |  | % (wt) | 90 ,irrelevant,
Surface Tension (20℃) | 22.4 Dynes/cm,irrelevant,
Boiling Point @ 760 mm Hg Dry Point | 148 °C (298 °F) ,Boiling point,
Refractive index | .20 no |  | 1.4142 ,irrelevant,
temperature index nD at 20 °C | 1.415 1.416,irrelevant,
Aspect / Appearance | Limpide / Limpid | Visuel / Visual ,irrelevant,
Freezing Point | -108 °C (-162 °F) ,irrelevant,
Pensky-Martens Flash Point | °C :unselected: | ASTM D 93 | 62 |  ,Flash point,
 |  | 8.20,irrelevant,
Maximum Incremental Reactivity (MIR) | Maximum Incremental Reactivity (MIR) | 2.62 ,irrelevant,
"Kg per Liter, 20℃ | 0.81",irrelevant,
Appearance | Clear & Free From Suspended Matter | Clear & Free From Suspended Matter | Clear & Free From Suspended Matter |  | ASTM D4176 ,irrelevant,
Date of Issue : | 16/11/2010,irrelevant,
"Purity, as total esters, wt% | 99.0 min ",Active %,
Hydrogen Bonding Index | - | - | 6.5 | 6.5 ,irrelevant,
Acidity as Acetic Acid | Acidity as Acetic Acid | 0.02 wt % max. ,Acid content,
30 | 58.2 | 0.8769 | 0.51 | 1.3791 | 2.00 ,irrelevant,
Water Acidity (as Acetic acid) | : max. 0.1 % wt. : max. 0.01 % wt.. ,multi,
Density @15.6°C [60°F] kg/L | ASTM D4052 | 0.784 ,irrelevant,
Water in solvent | 3.5 (3 %)wt,irrelevant,
"Water content | Water content |  | : max. 0,1 | % wt. ",Water Content,
TYPICAL VALUES | Report |  |  |  ,irrelevant,
30 | 0.69 | 0.9301 | 1.46 | 2.012 ,multi,
Aromatic Content (UV) | 19 | vol% | 19 vol% | ExxonMobil Method ,Aromatic content,
"Ethyl hexanol | : min. 99,5 wt. | % ",irrelevant,
Cleveland Open Cup |  | 96°C ,Flash point,
Acid Wash Color (D-848) | 6 max | 1 ,irrelevant,
Boiling range | at 1013 hPa; 95 Vol.-%; 2 – 97 ml | 168 – 172°C | DIN 51751 ,Boiling point,
end point (DP) : | max. 162 °C,Boiling point,
"Water | max. | 0,1 wt. % | DIN 51777 ",Water Content,
"顏色:Color. ASTM | max, 1 | D1500 ",irrelevant,
Miscibility @20°C: Water in Solvent | % m/m | - | 0.45 ,irrelevant,
"Specific heat capacity at 20℃, KJ/(kgK) | 2.357",irrelevant,
CHEMICAL ANALYSIS |  |,irrelevant,
Aromatic value | % v/v | 15-17% | ASTM D1319 ,Aromatic content,
TEST | REQUIREMENTS,header,
Hildebrand Solubility Parameter | (cal/cm³)^½ | - | 7.8 ,irrelevant,
Issue No : | 4,irrelevant,
Appearance at 20°C | Clear liquid free from suspended materials | LCR 1116 | ASTM D 4176 ,irrelevant,
Colour | ASTM D 1209 | Pt/Co | Max 5 ,irrelevant,
Blush Resistance @ 80ºF (26.7℃) |  | 94% RH ,irrelevant,
Sales Specification | Water % m/m ASTM D1364 | 0.20 | 0.20 ,Water Content,
"Purity, min | Wt % | 98.50 | DIN 55689",Active %,
Color: | colorless,irrelevant,
80 | 0.8933 | 85.26 | 0.84 | 2.080 ,multi,
Boiling range at 1013 hPa | ca. 107 - 108 |  | 95 % by vol. distilled within 1º℃ ,Boiling point,
Acidity as acetic acid | % wt | 0.005 Max ,Acid content,
Acidity (as Acetic Acid) | Máx. 30 | mg/l | CEE 1238/92 | CEE 1238/92 ,Acid content,
Antoine Constants: Temperature range | °C | - | 0 to +100 ,irrelevant,
"Aldehydes | g/hl | 0,25 | < 0,5 | OIV Spirituous Drinks / Alcohol ",irrelevant,
Heat of Vaporization | Heat of Vaporization | 11371 cal/g·mol ,irrelevant,
Carbon Number at 5 % Distill. Point |  | ASTM D 2887/mod. | C20 ,irrelevant,
Density at 20 º C | g/ml | 0.800-0.804 | D4052 | 12185 |,irrelevant,
"Distillation, 50%v °F | ASTM D86 | 343 ",Boiling point,
Azeotropes |  |  ,irrelevant,
Autoignition temperature | 631°F | 333°C,irrelevant,
Acidity as acetic acid | wt% | 0.02 max | ASTM D1613 ,Acid content,
