id,data,label
35883,-- | -- | -- | --,irrelevant
35884,Ingredients |--|  | ,irrelevant
35885,-- | -- | -- | -- | --,irrelevant
35886,Rohm and Haas |--| Rohm and Haas Deutschland GmbH In der Kron 4 | -- | on information we believe to be reliable.,irrelevant
35887,Company maintains |--| 60489 Frankfurt | -- | They are offered in,irrelevant
35888,"comprehensive and |--| Germany | -- | good faith, but",irrelevant
35889,"up-to-date material safety data sheets |--| Tel: +49 69 789960 Fax: +49 69 7895356 | -- | without guarantee, as conditions and",irrelevant
35890,(MSDS) on all of its products. These sheets contain |--| Subsidiary of Rohm and Haas Company 2011 | -- | methods of use of our products are beyond our control.,irrelevant
35891,"pertinent information | For further details, please contact your local Account | -- | -- | ",irrelevant
35892,that you may need to protect your employees and customers against any | Manager Belgium: 080049939 | or use our toll | OCT free numbers below: Norway: 80013879 | We recommend that the prospective user determines the suitability of our,irrelevant
35893,known health or safety hazards associated | Denmark: | -- | Poland: | materials and suggestions before,irrelevant
35894,with our products. | 28 80881706 | -- | SH 008001211387 | adopting them on a commercial scale.,irrelevant
35895,Rohm and Haas | Finland: |--| Portugal: | ,irrelevant
35896,Company recommends | 0800116231 | -- | 800812052 | Suggestions for uses,irrelevant
35897,that you obtain copies of our material safety data sheets from your | Received RMFI France: 0805639694 or 0805639695 | -- | TP Russia: 7095 726 5929 | of our products or the inclusion of descriptive material,irrelevant
35898,local Rohm and Haas | Greece: | -- | Sweden: | from patents and the,irrelevant
35899,representative on each | 800985899 or 800126422 | -- | 0200880380 or 0200880391 | citation of specific,irrelevant
35900,of our products prior |--|  |--| patents in this,irrelevant
35901,to its use in your | Ireland: |--| Spain: | publication should not,irrelevant
35902,facilities. We also suggest that you contact your supplier of other materials | 1800992563 Israel: 18009214285 | or 1800992564 | 800099519 Turkey: 90262 754 1752 | be understood as recommending the use of our products in violation of any,irrelevant
35903,recommended for use | Italy: |--| UK: | patent or as,irrelevant
35904,with our products for | 800985898 |--| 08009012195 or 08009012196 | permission or license,irrelevant
35905,appropriate health and |--|  |--| to use any patents of,irrelevant
35906,safety precautions | Netherlands: |--| South Africa: | the Rohm and Haas,irrelevant
35907,prior to their use. | 8000203356 |--| 0800995774 | Company.,irrelevant
35908,-- | --,irrelevant
35909,Appearance | Milky White Liquid,irrelevant
35910,"Solids Content, % | 45.5",Solid content | Solids | NV | NVM | Non-volatiles
35911,"Viscosity, Brookfield, cps (25°C); (#3 spindle, 60 rpm) | 500",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35912,pH | 8.2,pH
35913,"Density, US lb/gal | 8.8",Density | Specific gravity
35914,Specific Gravity | 1.06,Density | Specific gravity
35915,"Bulking Value, US lb/gal | ",doubt
35916,Dry Solids | 0.106,Solid content | Solids | NV | NVM | Non-volatiles
35917,Wet | 1.14,irrelevant
35918,-- | -- | -- | --,irrelevant
35919,Solids content (130 °C; 30 min) | ISO 3251 | % | 33 –35,Solid content | Solids | NV | NVM | Non-volatiles
35920,Brookfield viscosity (25 °C; 1/20) | ISO 2555 | mPas | 10 –90,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35921,pH value | ISO 976 |--| 8.0 –9.0,pH
35922,-- | -- | -- | --,irrelevant
35923,Particle size |--| µm | approx. 0.06,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35924,Minimum film forming temperature | ISO 2115 | °C | approx. 2,MFFT | MFT
35925,Glass transition temperature | ISO 16805 | °C | approx. 7,Tg
35926,"Appearance of polymer film |--| almost clear, slightly tacky | --",irrelevant
35927,-- | -- | -- | --,irrelevant
35928,Total Solids | 60.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
35929,pH | 7.5 |--| ISO 976,pH
35930,Viscosity @ 23°C | 300 | mPa.s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35931,Glass Transition Temperature (midpoint) | -15 | °C | ,Tg
35932,Glass Transition Temperature (onset) | -22 | °C | ,Tg
35933,Specific Gravity (Dispersion) | 1.06 |--| ,Density | Specific gravity
35934,Specific Gravity (Dry Polymer) | 1.11 |--| ,Density | Specific gravity
35935,Particle Size | 0.5 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35936,-- | -- | -- | --,irrelevant
35937,Total Solids | 60.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
35938,pH | 7.5 |--| ISO 976,pH
35939,Viscosity @ 23°C | 300 | mPa.s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35940,Glass Transition Temperature (midpoint) | -15 | °C | ,Tg
35941,Glass Transition Temperature (onset) | -22 | °C | ,Tg
35942,Specific Gravity (Dispersion) | 1.06 |--| ,Density | Specific gravity
35943,Specific Gravity (Dry Polymer) | 1.11 |--| ,Density | Specific gravity
35944,Particle Size | 0.5 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35945,-- | -- | -- | -- | --,irrelevant
35946,Non-Volatiles | 43 - 45 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
35947,pH | 8.3 - 9.3 |--| 007A | ,pH
35948,Viscosity Brookfield | 10 - 60 | cPa.s | 012F | 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35949,-- | -- | -- | --,irrelevant
35950,Solids content (130 °C; 30 min) | ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
35951,Brookfield viscosity (25 °C; 3/20) | ISO 2555 | mPas | 1000 –4000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35952,pH value | ISO 976 |--| 7.5 –9.5,pH
35953,-- | -- | -- | --,irrelevant
35954,Minimum film forming temperature | ISO 2115 | °C | approx. 1,MFFT | MFT
35955,Glass transition temperature | ISO 16805 | °C | approx. -10 / +50,Tg
35956,"Appearance of polymer film | clear and tack-free, with some surface defects | -- | --",irrelevant
35957,-- | -- | -- | --,irrelevant
35958,Non-Volatiles | 43 - 45 % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
35959,pH | 8.6 - 9.2 | 007A | ,pH
35960,-- | -- | -- | --,irrelevant
35961,Non-Volatiles | 43 - 45 % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
35962,pH | 8.6 - 9.2 | 007A | ,pH
35963,-- | -- | -- | --,irrelevant
35964,Solids content (130 °C; 30 min) | ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
35965,Brookfield viscosity (25 °C; 4/20) | ISO 2555 | mPas | 3000 –7000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35966,pH value | ISO 976 |--| 7.5 –9.5,pH
35967,-- | -- | -- | --,irrelevant
35968,Particle size |--| µm | approx. 0.1,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35969,Minimum film forming temperature | ISO 2115 | °C | approx. 0,MFFT | MFT
35970,"Appearance of polymer film |--| clear, flexible and crack-free | --",irrelevant
35971,-- | -- | -- | -- | --,irrelevant
35972,Particle size |--|  | µm | approx. 0.10,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35973,Minimum film forming temperature |--| ISO 2115 | °C | 0,MFFT | MFT
35974,Glass transition temperature |--| ISO 16805 | °C | approx. -10 / +50,Tg
35975,"Appearance of polymer film | -- |--| clear , flexible and crack-free | --",irrelevant
35976,-- | -- | -- | -- | --,irrelevant
35977,Solids content (130 °C; 30 min) |--| ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
35978,Brookfield viscosity (25 °C; 420) |--| ISO 2555 | mPas | 3000 –7000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35979,pH value |--| ISO 976 |--| 7.5–9.5,pH
35980,-- | -- | -- | --,irrelevant
35981,Solids content (130 °C; 30 min) | ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
35982,Brookfield viscosity (25 °C; 4/20) | ISO 2555 | mPas | 3000 –7000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
35983,pH value | ISO 976 |--| 7.5 –9.5,pH
35984,-- | -- | -- | --,irrelevant
35985,Particle size |--| µm | approx. 0.1,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35986,Minimum film forming temperature | ISO 2115 | °C | approx. 0,MFFT | MFT
35987,"Appearance of polymer film |--| clear, flexible and crack-free | --",irrelevant
35988,-- | -- | -- | -- | --,irrelevant
35989,Acid value (as such) | 6.9 - 9.0 | mg KOH/g | 303A | 3682,Acid value | COOH value | Acid equivalent | pKa | Acid content
35990,Non-Volatiles | 35 - 37 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
35991,Particle size | 100 - 250 | nm | 016A | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35992,pH (10% in water) | 9.0 - 10.5 |--| 007A | ,pH
35993,-- | -- | -- | -- | --,irrelevant
35994,Acid value (as such) | 6.9 - 9.0 | mg KOH/g | 303A | 3682,Acid value | COOH value | Acid equivalent | pKa | Acid content
35995,Non-Volatiles | 35 - 37 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
35996,Particle size | 100 - 250 | nm | 016A | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
35997,pH (10% in water) | 9.0 - 10.5 |--| 007A | ,pH
35998,-- | --,irrelevant
35999,Appearance | blue white liquid,irrelevant
36000,Total solids (% w/w) | 43,Solid content | Solids | NV | NVM | Non-volatiles
36001,pH (25°C) | 8.7,pH
36002,"Viscosity, Brookfield (25°C; mPa.s) | 100",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36003,MFT (°C) | 5,MFFT | MFT
36004,Volatiles | water,irrelevant
36005,Density (kg/l) | 1.05,Density | Specific gravity
36006,-- | -- | --,irrelevant
36007,Total Solids | 41.0 - 43.0 % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
36008,pH | 7.5 - 8.5 | ISO 976,pH
36009,"Viscosity | 40 - 1,000 mPa s | ISO 2555",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36010,TYPICAL PROPERTIES |--| ,irrelevant
36011,Particle Size | 0.1 µm | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
36012,Minimum film forming temperature (MFFT) | 15 °C | ,MFFT | MFT
36013,Specific Gravity (Dispersion) | 1.03 | ,Density | Specific gravity
36014,Specific Gravity (Dry Polymer) | 1.08 | ,Density | Specific gravity
36015,-- | -- | -- | --,irrelevant
36016,Total Solids | 42.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
36017,pH | 8.0 |--| ISO 976,pH
36018,Viscosity | 500 | mPa.s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36019,Particle Size | 0.1 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
36020,Minimum film forming temperature (MFFT) | 12 | °C | ,MFFT | MFT
36021,Specific Gravity (Dispersion) | 1.03 |--| ,Density | Specific gravity
36022,Specific Gravity (Dry Polymer) | 1.08 |--| ,Density | Specific gravity
36023,-- | -- | -- | --,irrelevant
36024,Total Solids | 42.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
36025,pH | 8.0 |--| ISO 976,pH
36026,Viscosity | 500 | mPas | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36027,Particle Size | 0.1 | microns | Internal Method,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
36028,Minimum Film Forming Temperature (MFFT) | 12 | °C | ISO 2115,MFFT | MFT
36029,Specific Gravity (Dispersion) | 1.03 | g/cm³ | ,Density | Specific gravity
36030,Specific Gravity (Dry Polymer) | 1.08 | g/cm³ | ,Density | Specific gravity
36031,-- | --,irrelevant
36032,Solids (Wt. %) | 45,Solid content | Solids | NV | NVM | Non-volatiles
36033,pH | 8.0,pH
36034,"Density, g/mL | 1.050",Density | Specific gravity
36035,"Viscosity, @ 25°C, cPs | <550",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36036,"Tg, °C (Calculated) | 27",Tg
36037,"(MFFT), °C | 14",MFFT | MFT
36038,-- | --,irrelevant
36039,Solids content by weight % | 45.5%,Solid content | Solids | NV | NVM | Non-volatiles
36040,pH | 7.5 - 8.5,pH
36041,Brookfield Viscosity (#3 at 60 rpm) | 50-1500 mPas,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36042,Specific Gravity (dry polymer) | 1.13 kg/ltr,Density | Specific gravity
36043,Specific Gravity (wet polymer) | 1.06 kg/ltr,Density | Specific gravity
36044,Minimum Film Forming Temperature | 12-16°C,MFFT | MFT
36045,-- | -- | --,irrelevant
36046,EHP-37-1/OP | Acrysol RM-2020/RM-8W | Exterior House Paint,irrelevant
36047,EHP-37-2/OP | Acrysol RM-55 | Exterior House Paint,irrelevant
36048,EHPR-37-1/OP | Acrysol RM-2020/RM-8W | Exterior House Paint red,irrelevant
36049,EHPR-37-2/OP | Acrysol RM-55 | Exterior House Paint red,irrelevant
36050,ESG-37-1/OP | Acrysol RM-2020/RM-8W | Ext./Int. Semi-gloss Paint,irrelevant
36051,ESG-37-2/OP | Acrysol RM-55 | Ext./Int. Semi-gloss Paint,irrelevant
36052,EG-37-1 | Acrysol RM-2020/RM-8W | Ext./Int. Gloss Paint,irrelevant
36053,EG-37-2 | Acrysol RM-55 | Ext./Int. Gloss Paint,irrelevant
36054,LBST-37-1 | Acrysol RM-2020/RM-12W | Thix. low build stain,irrelevant
36055,LBST-37-2 | Acrysol RM-2020/SCT-275 | Non thix. Low build stain,irrelevant
36056,HBST-37-1 | Acrysol RM-2020/RM-12W | Thix. high build stain,irrelevant
36057,-- | -- | -- | --,irrelevant
36058,Water | 90.0 | 90.0 | ,irrelevant
36059,Propylene Glycol | 25.0 | 24.1 | ,irrelevant
36060,Orotan 731 K (25%) | 11.2 | 10.1 | ,irrelevant
36061,Byk-022 | 2.0 | 2.0 | ,irrelevant
36062,Aqueous ammonia (28%) | 1.0 | 1.1 | ,irrelevant
36063,Tioxide TR-92 | 180.0 | 44.4 | 15.0,irrelevant
36064,Micro Mica W1 | 100.0 | 35.7 | 12.0,irrelevant
36065,"Disperse at high speed for 20 minutes, then add as a premix: |--|  | ",irrelevant
36066,Water | 16.7 | 16.7 | ,irrelevant
36067,Byk-023 | 3.0 | 3.5 | ,irrelevant
36068,Texanol | 17.5 | 18.4 | ,irrelevant
36069,Skane M-8 | 1.8 | 1.7 | ,irrelevant
36070,"Stir well for 5 minutes, then add to: |--|  | ",irrelevant
36071,Primal AC-337 (45.5 %) | 4800 | 454.5 | ,irrelevant
36072,"Mix well, then add: |--|  | ",irrelevant
36073,Ropaque OP-3000 (36.5 %) | 47.0 | 45.5 | 8.0,irrelevant
36074,Acrysol RM-2020 (20 %) | 13.0 | 12.4 | ,irrelevant
36075,Water (viscosity adjustment) | 11.8 | 11.8 | ,irrelevant
36076,Total | 1000.0 | 772.1 | 35.0,irrelevant
36077,Formulation Constants: |--|  | ,irrelevant
36078,PVC | 35 % |--| ,irrelevant
36079,Volume solids | 38.5 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36080,Density | 1.295 |--| ,Density | Specific gravity
36081,Weight solids | 51.6 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36082,pH (unsh / poises) | 8.5-9.0 |--| ,doubt
36083,-- | -- | -- | --,irrelevant
36084,Water | 90.0 | 90.0 | ,irrelevant
36085,Propylene Glycol | 25.0 | 24.1 | ,irrelevant
36086,Orotan 731 K (25%) | 11.2 | 10.1 | ,irrelevant
36087,Byk-022 | 2.0 | 2.0 | ,irrelevant
36088,Aqueous ammonia (28%) | 1.0 | 1.1 | ,irrelevant
36089,Tioxide TR-92 | 180.0 | 44.4 | 15.0,irrelevant
36090,Micro Mica W1 | 100.0 | 35.7 | 12.4,irrelevant
36091,"Disperse at high speed for 20 minutes, then add as a premix: |--|  | ",irrelevant
36092,Water | 16.7 | 16.7 | ,irrelevant
36093,Byk-023 | 3.0 | 3.5 | ,irrelevant
36094,Texanol | 17.5 | 18.4 | ,irrelevant
36095,Skane M-8 | 1.8 | 1.7 | ,irrelevant
36096,"Stir well for 5 minutes, then add to: |--|  | ",irrelevant
36097,Primal AC-337 (45.5%) | 460.0 | 435.6 | ,irrelevant
36098,"Mix well, then add: |--|  | ",irrelevant
36099,Ropaque OP-3000 (36.5%) | 47.0 | 45.5 | 8.2,irrelevant
36100,Acrysol RM-55/water (1:1) | 40.0 | 38.9 | ,irrelevant
36101,Water (viscosity adjustment) | 4.8 | 4.8 | ,irrelevant
36102,Total | 1000.0 | 772.6 | 36.0,irrelevant
36103,Formulation Constants: |--|  | ,irrelevant
36104,PVC | 36 % |--| ,irrelevant
36105,Volume solids | 37.4 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36106,Density | 1.294 |--| ,Density | Specific gravity
36107,Weight solids | 50.7 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36108,pH | 8.5-9.0 |--| ,pH
36109,-- | -- | -- | --,irrelevant
36110,Water | 125.0 | 125.0 | ,irrelevant
36111,Propylene Glycol | 25.0 | 24.1 | ,irrelevant
36112,Orotan 731 K (25%) | 13.2 | 11.9 | ,irrelevant
36113,Byk-022 | 2.0 | 2.0 | ,irrelevant
36114,Aqueous ammonia (28%) | 1.0 | 1.1 | ,irrelevant
36115,Bayferrox 130M | 120.0 | 23.5 | 8.2,irrelevant
36116,Micro Mica W1 | 150.0 | 53.6 | 18.8,irrelevant
36117,"Disperse at high speed for 20 minutes, then add as a premix: |--|  | ",irrelevant
36118,Water | 10.0 | 10.0 | ,irrelevant
36119,Byk-023 | 3.0 | 3.5 | ,irrelevant
36120,Texanol | 17.0 | 17.9 | ,irrelevant
36121,Skane M-8 | 1.8 | 1.7 | ,irrelevant
36122,"Stir well for 5 minutes, then add to: |--|  | ",irrelevant
36123,Primal AC-337 (45.5%) | 462.0 | 437.5 | ,irrelevant
36124,"Mix well, then add: |--|  | ",irrelevant
36125,Ropaque OP-3000 (36.5%) | 45.0 | 43.6 | 8.0,irrelevant
36126,Acrysol RM-2020 (20%) | 16.0 | 15.3 | ,irrelevant
36127,Water (viscosity adjustment) | 9.0 | 9.0 | ,irrelevant
36128,Total | 1000.0 | 779.7 | 35.0,irrelevant
36129,Formulation Constants: |--|  | ,irrelevant
36130,PVC | 35 % |--| ,irrelevant
36131,Volume solids | 36.6 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36132,Density | 1.283 |--| ,Density | Specific gravity
36133,Weight solids | 49.7 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36134,pH | 8.5-9.0 |--| ,pH
36135,Viscosity (unsh KU/ICI) | 90 / 1.5 |--| ,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
36136,-- | -- | -- | --,irrelevant
36137,Water | 125.0 | 125.0 | ,irrelevant
36138,Propylene Glycol | 25.0 | 24.1 | ,irrelevant
36139,Orotan 731 K (25%) | 13.2 | 11.9 | ,irrelevant
36140,Byk-022 | 2.0 | 2.0 | ,irrelevant
36141,Aqueous ammonia (28%) | 1.0 | 1.1 | ,irrelevant
36142,Bayferrox 130M | 120.0 | 23.5 | 8.7,irrelevant
36143,Micro Mica W1 | 150.0 | 53.6 | 19.7,irrelevant
36144,"Disperse at high speed for 20 minutes, then add as a premix: |--|  | ",irrelevant
36145,Water | 10.0 | 10.0 | ,irrelevant
36146,Byk-023 | 3.0 | 3.5 | ,irrelevant
36147,Texanol | 15.8 | 16.6 | ,irrelevant
36148,Skane M-8 | 1.8 | 1.7 | ,irrelevant
36149,"Stir well for 5 minutes, then add to: |--|  | ",irrelevant
36150,Primal AC-337 (45.5%) | 430.0 | 407.2 | ,irrelevant
36151,"Mix well, then add: |--|  | ",irrelevant
36152,Ropaque OP-3000 (36.5%) | 43.0 | 41.7 | 8.0,irrelevant
36153,Acrysol RM-55/water (1:1) | 50.0 | 48.6 | ,irrelevant
36154,Water (viscosity adjustment) | 10.2 | 10.2 | ,irrelevant
36155,Total | 1000.0 | 780.7 | 36.4,irrelevant
36156,Formulation Constants: |--|  | ,irrelevant
36157,PVC | 36.4 % |--| ,irrelevant
36158,Volume solids | 34.8 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36159,Density | 1.281 |--| ,Density | Specific gravity
36160,Weight solids | 48.2 % |--| ,Solid content | Solids | NV | NVM | Non-volatiles
36161,pH | 8.5-9.0 |--| ,pH
36162,-- | -- | -- | --,irrelevant
36163,Water | 50.0 | 50.0 | ,irrelevant
36164,Propylene Glycol | 25.0 | 24.1 | ,irrelevant
36165,Orotan 1124 (50%) | 5.0 | 4.2 | ,irrelevant
36166,Byk-022 | 4.0 | 4.0 | ,irrelevant
36167,Aqueous ammonia (28%) | 1.0 | 1.1 | ,irrelevant
36168,Kathon LXE | 1.5 | 1.5 | ,irrelevant
36169,Tioxide RHD-2 | 180.0 | 44.9 | 15.4,irrelevant
36170,Micro Mica W1 | 50.0 | 17.9 | 6.2,irrelevant
36171,"Disperse at high speed for 20 minutes, then add as a premix: |--|  | ",irrelevant
36172,Water | 30.0 | 30.0 | ,irrelevant
36173,Texanol | 18.4 | 19.3 | ,irrelevant
36174,"Stir well for 5 minutes, then add to: |--|  | ",irrelevant
36175,Primal AC-337 (45.5%) | 505.0 | 478.2 | ,irrelevant
36176,"Mix well, then add: |--|  | ",irrelevant
36177,Ropaque OP-3000 (36.5%) | 48.7 | 47.2 | 8.5,irrelevant
36178,Acrysol RM-2020 (20%) | 22.0 | 21.1 | ,irrelevant
36179,GR-7M | 2.0 | 2.0 | ,irrelevant
36180,Water (viscosity adjustment) | 57.4 | 57.4 | ,irrelevant
36181,Total | 1000.0 | 802.8 | 30.1,irrelevant
36182,Formulation Constants: |--|  | ,irrelevant
36183,PVC | 30.1 % |--| ,irrelevant
